"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"TAMIL NADU","M","Rural","Widowed","Multiple Disability",990,30261,0.0327153762268266,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","In Seeing",2490,37833,0.0658155578463246,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Rural","Widowed","Total disabled population",14128,346846,0.0407327747761254,438456,18679065,0.0234731235209043
"TAMIL NADU","M","Total","Divorced","Mental Illness",183,17707,0.0103348958039194,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","Multiple Disability",60,53096,0.00113002862739189,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","In Speech",97,44512,0.00217918763479511,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","Total disabled population",995,657418,0.00151349674027788,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","Any Other",133,131150,0.00101410598551277,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","In Movement",252,177476,0.0014199102977304,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","In Hearing",102,109879,0.000928293850508286,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","Mental Retardation",101,55854,0.00180828588820854,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Divorced","In Seeing",67,67744,0.000989017477562589,17763,36137975,0.000491532798946261
"TAMIL NADU","M","Total","Married","In Seeing",38643,67744,0.57042690127539,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","In Movement",106726,177476,0.601354549347517,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","Any Other",69960,131150,0.533434998093786,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","Multiple Disability",16999,53096,0.32015594395058,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","In Hearing",63844,109879,0.581039143057363,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","Mental Illness",6621,17707,0.37391991867623,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","Total disabled population",328705,657418,0.499993915590994,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","Mental Retardation",8088,55854,0.144806101622086,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","Married","In Speech",17824,44512,0.400431344356578,18390578,36137975,0.508898962933036
"TAMIL NADU","M","Total","NeverMarried","Mental Illness",9204,17707,0.519794431580731,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","In Movement",62154,177476,0.35021073271879,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","In Speech",24888,44512,0.559130122214234,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","Multiple Disability",33971,53096,0.639803375018834,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","In Seeing",24822,67744,0.366408833254606,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","In Hearing",40346,109879,0.367185722476542,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","Any Other",56698,131150,0.432314144109798,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","Total disabled population",298655,657418,0.454284792932351,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","NeverMarried","Mental Retardation",46572,55854,0.833816736491567,16867019,36137975,0.466739461743498
"TAMIL NADU","M","Total","Seperated","Any Other",709,131150,0.00540602363705681,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","Mental Illness",978,17707,0.055232393968487,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","In Hearing",621,109879,0.00565167138397692,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","In Seeing",449,67744,0.00662789324515824,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","Total disabled population",5814,657418,0.0088436884904277,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","Mental Retardation",538,55854,0.00963225552332868,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","In Movement",1492,177476,0.00840677049291172,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","In Speech",505,44512,0.0113452552120776,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Seperated","Multiple Disability",522,53096,0.00983124905830948,101630,36137975,0.00281227711292622
"TAMIL NADU","M","Total","Widowed","Mental Illness",721,17707,0.0407183599706331,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","In Seeing",3763,67744,0.0555473547472839,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","In Movement",6852,177476,0.0386080371430503,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","In Hearing",4966,109879,0.0451951692316093,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","Any Other",3650,131150,0.0278307281738467,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","Multiple Disability",1544,53096,0.0290794033448847,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","Total disabled population",23249,657418,0.0353641062459501,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","In Speech",1198,44512,0.0269140905823149,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Total","Widowed","Mental Retardation",555,55854,0.00993662047480932,760985,36137975,0.0210577654115927
"TAMIL NADU","M","Urban","Divorced","Multiple Disability",26,22835,0.00113860302167725,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","In Hearing",55,56140,0.000979693623085144,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","Mental Illness",77,8698,0.00885260979535525,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","In Speech",50,18356,0.00272390499019394,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","In Movement",130,79234,0.00164070979629957,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","Any Other",73,68062,0.00107255149716435,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","In Seeing",38,29911,0.00127043562568955,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","Mental Retardation",47,27336,0.00171934445419959,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Divorced","Total disabled population",496,310572,0.00159705317929498,10282,17458910,0.000588925654579811
"TAMIL NADU","M","Urban","Married","Mental Retardation",3948,27336,0.144424934152766,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","In Hearing",32626,56140,0.581154257214108,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","In Movement",48916,79234,0.617361233813767,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","In Seeing",16923,29911,0.565778476145899,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","In Speech",7824,18356,0.426236652865548,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","Any Other",37057,68062,0.544459463430402,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","Multiple Disability",7702,22835,0.33728924895993,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","Mental Illness",3319,8698,0.381581972867326,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","Married","Total disabled population",158315,310572,0.509752971935654,9099110,17458910,0.521172856724733
"TAMIL NADU","M","Urban","NeverMarried","Any Other",28976,68062,0.425729481942934,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","In Seeing",11472,29911,0.383537828892381,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","Multiple Disability",14345,22835,0.628202320998467,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","Mental Illness",4622,8698,0.531386525638078,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","In Movement",26868,79234,0.33909685236136,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","In Hearing",21126,56140,0.376309226932668,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","Total disabled population",140142,310572,0.45123836018701,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","Mental Retardation",22878,27336,0.836918349429324,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","NeverMarried","In Speech",9855,18356,0.536881673567226,7977824,17458910,0.456948572390831
"TAMIL NADU","M","Urban","Seperated","Multiple Disability",208,22835,0.009108824173418,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","Mental Illness",386,8698,0.0443780179351575,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","Total disabled population",2498,310572,0.00804322347152995,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","Mental Retardation",225,27336,0.00823090430201931,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","Any Other",342,68062,0.00502483030178367,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","In Seeing",205,29911,0.00685366587543044,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","In Hearing",288,56140,0.00513003206270039,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","In Movement",681,79234,0.00859479516369235,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Seperated","In Speech",163,18356,0.00887993026803225,49165,17458910,0.00281604063483917
"TAMIL NADU","M","Urban","Widowed","In Movement",2639,79234,0.0333064088648812,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","In Speech",464,18356,0.0252778383089998,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","Mental Retardation",238,27336,0.00870646766169154,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","Multiple Disability",554,22835,0.0242610028465076,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","Mental Illness",294,8698,0.0338008737640837,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","Any Other",1614,68062,0.0237136728277159,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","In Hearing",2045,56140,0.0364267901674385,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","In Seeing",1273,29911,0.0425595934605998,322529,17458910,0.0184736045950177
"TAMIL NADU","M","Urban","Widowed","Total disabled population",9121,310572,0.0293683912265111,322529,17458910,0.0184736045950177
"TAMIL NADU","P","Rural","Divorced","Mental Retardation",135,52522,0.00257035147176421,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","Mental Illness",222,17344,0.012799815498155,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","In Speech",113,47160,0.0023960983884648,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","Any Other",183,113844,0.00160746284389164,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","In Seeing",104,71650,0.00145150034891835,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","In Hearing",175,107621,0.00162607669506881,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","Multiple Disability",95,52980,0.00179312948282371,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","In Movement",300,158624,0.00189126487795037,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Divorced","Total disabled population",1327,621745,0.00213431551520318,28526,37229590,0.000766218483738338
"TAMIL NADU","P","Rural","Married","Multiple Disability",13848,52980,0.261381653454134,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","In Hearing",57307,107621,0.532489012367475,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","In Movement",81901,158624,0.516321615896712,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","In Speech",16636,47160,0.35275657336726,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","Any Other",54854,113844,0.481834791469028,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","Mental Retardation",7536,52522,0.143482731046038,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","In Seeing",34945,71650,0.487718073970691,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","Total disabled population",273398,621745,0.439726897683134,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","Married","Mental Illness",6371,17344,0.367331642066421,18935155,37229590,0.508604983294202
"TAMIL NADU","P","Rural","NeverMarried","In Hearing",34130,107621,0.317131414872562,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","Total disabled population",275808,621745,0.443603084865982,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","Any Other",48872,113844,0.429289202768701,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","In Movement",58713,158624,0.370139449263668,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","Multiple Disability",34230,52980,0.646092865232163,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","Mental Illness",7263,17344,0.418761531365314,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","In Seeing",23642,71650,0.329965108164689,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","In Speech",26413,47160,0.560072094995759,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","NeverMarried","Mental Retardation",42545,52522,0.810041506416359,15504737,37229590,0.416462738375577
"TAMIL NADU","P","Rural","Seperated","Any Other",1135,113844,0.00996978321211482,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","Multiple Disability",815,52980,0.0153831634579086,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","In Hearing",1204,107621,0.0111874076620734,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","In Movement",2100,158624,0.0132388541456526,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","Mental Illness",1506,17344,0.0868311808118081,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","In Seeing",820,71650,0.0114445219818562,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","In Speech",983,47160,0.020843935538592,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","Mental Retardation",829,52522,0.0157838620006854,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Seperated","Total disabled population",9392,621745,0.0151058713781373,209194,37229590,0.0056190250819308
"TAMIL NADU","P","Rural","Widowed","Any Other",8800,113844,0.0772987597062647,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","In Hearing",14805,107621,0.137566088402821,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","Total disabled population",61820,621745,0.0994298305575437,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","Multiple Disability",3992,52980,0.0753491883729709,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","Mental Illness",1982,17344,0.114275830258303,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","In Speech",3015,47160,0.0639312977099237,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","In Seeing",12139,71650,0.169420795533845,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","In Movement",15610,158624,0.0984088158160178,2551978,37229590,0.0685470347645515
"TAMIL NADU","P","Rural","Widowed","Mental Retardation",1477,52522,0.0281215490651536,2551978,37229590,0.0685470347645515
